"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DPEU5K5I","bookSection","1995","Zemmer-Plank, Liselotte","Stand und Aufgaben der Urnenfelderforschung in Tirol. Neue Funde und Befunde","Beiträge zur Urnenfelderzeit nördlich und südlich der Alpen. Ergebnisse eines Kolloquiums","","","","","","1995","2017-01-19 09:35:32","2017-01-19 09:35:32","","287-306","","","","","","Stand und Aufgaben der Urnenfelderforschung in Tirol. Neue Funde und Befunde","Monographien Römisch-Germanisches Zentralmuseum","35","","","Habelt","Bonn","","","","","","","","","","","","","","Erbach, Monika zu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSHAXQGK","bookSection","1990","Kemenczei, T.","Der ungarische Donauraum und seine Beziehungen am Ende der Hügelgräberbronzezeit","Beiträge zur Geschichte und Kultur der mitteleuropäischen Bronzezeit","","","","","","1990","2017-01-19 10:40:55","2017-01-19 10:40:55","","207-228","","","","","","Der ungarische Donauraum und seine Beziehungen am Ende der Hügelgräberbronzezeit","","","","","Akademie der Wissenschaften der DDR","Berlin","","","","","","","","","","","","Bronze Age Hungary","","Furmánek, V.; Horst, F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTD2ZDZJ","journalArticle","1988","Schutzbier, Heribert; Hahnel, Bernhard","Skelettreste in einer urnenfelderzeitlichen Siedlungsgrube in Mannersdorf am Leithagebirge, NÖ","Fundberichte aus Österreich","","","","","","1988","2017-01-19 09:35:31","2017-01-19 09:35:31","","85-94","","","26","","","Skelettreste in einer urnenfelderzeitlichen Siedlungsgrube in Mannersdorf am Leithagebirge, NÖ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DW26M7EI","journalArticle","2008","Lochner, Michaela; Hellerschmid, Irmtraud","Keramische Grundformen der mitteldonauländischen Urnenfelderkultur - Vorschlag für eine Typologie(-grundlage)","Archäologie Österreichs","","","","","","2008","2017-01-19 09:35:30","2017-01-19 09:35:30","","45-48","","2","19","","","Keramische Grundformen der mitteldonauländischen Urnenfelderkultur - Vorschlag für eine Typologie(-grundlage)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWC9KZCU","journalArticle","1988","Irlinger, Walter","Urnenfelderzeitliche Grabfunde aus Waging a. See","Das archäologische Jahr in Bayern","","","","","","1988","2017-01-19 09:35:29","2017-01-19 09:35:29","","59","","","1988","","","Urnenfelderzeitliche Grabfunde aus Waging a. See","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWDEZPNP","bookSection","2012","Lochner, Michaela","Ein Metalldepot aus einem ökonomischen Randbereich der frühen bis älteren Urnenfelderkultur – Rassingdorf im nordöstlichen Waldviertel","Václav Furmánek a doba bronzová","","","","","","2012","2017-01-19 09:35:32","2017-01-19 09:35:32","","233-250","","","","","","Ein Metalldepot aus einem ökonomischen Randbereich der frühen bis älteren Urnenfelderkultur – Rassingdorf im nordöstlichen Waldviertel","Archaeologica Slovaca Monographiae. Communicationes","13","","","","Nitra","","","","","","","","","","","","","","Kujovský, R.; Mitáš, V.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWMK83HX","journalArticle","1952","Berg, Friedrich","Ein urnenfelderzeitlicher Siedlungsfund aus Groß-Meiseldorf, Ge. Bez. Ravelsbach, N.-Ö.","Archaeologia Austriaca","","","","","","1952","2017-01-19 09:35:28","2017-01-19 09:35:28","","54-70","","","11","","","Ein urnenfelderzeitlicher Siedlungsfund aus Groß-Meiseldorf, Ge. Bez. Ravelsbach, N.-Ö.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXGUKW9Q","journalArticle","1960","Angeli, Wilhelm","Grabfunde der älteren Urnenfelderzeit aus Niederösterreich","Mitteilungen der Anthropologischen Gesellschaft in Wien","","","","","","1960","2017-01-19 09:35:28","2017-01-19 09:35:28","","112-114","","","90","","","Grabfunde der älteren Urnenfelderzeit aus Niederösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZAJ8J2H","bookSection","1997","Metzner-Nebelsick, Carola","Tönerne Stecker - ""Magische"" Gegenstände? Ein Beitrag zum keramischen Symbolgut der Urnenfelder- und Hallstattzeit in Südost- und Mitteleuropa","Xpóvoç. Beiträge zur prähistorischen Archäologie zwischen Nord- und Südosteuropa. Festschrift für Bernhard Hänsel","","","","","","1997","2017-01-19 09:35:30","2017-01-19 09:35:30","","577-599","","","","","","Tönerne Stecker - ""Magische"" Gegenstände? Ein Beitrag zum keramischen Symbolgut der Urnenfelder- und Hallstattzeit in Südost- und Mitteleuropa","Internationale Archäologie. Studia honoraria","","","","","Espelkamp","","","","","","","","","","","","","","Becker, C.; et al.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E2MRX9V6","bookSection","1988","Kaus, Margarete","Das sogenannte Stillfrieder Depot mit Pferdegeschirrbronzen","Stillfried. Archäologie - Anthropologie","","","","","","1988","2017-01-19 09:35:29","2017-01-19 09:35:29","","111-112","","","","","","Das sogenannte Stillfrieder Depot mit Pferdegeschirrbronzen","Veröffentlichungen des Museums für Ur- und Frühgeschichte in Stillfried, Sonderband","3","","","Museumsverein Stillfried","Stillfried","","","","","","","","","","","","","","Felgenhauer, Fritz; Szilvássy, J.; Kritscher, H.; Hauser, G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E2SRQDR5","journalArticle","1958","Kőszegi, F.","Füzesabony-Pusztaszikszó","Archaeologiai Értesítő","","","","","","1958","2017-01-19 10:40:55","2017-01-19 10:40:55","","201","","","85","","","Füzesabony-Pusztaszikszó","","","","","","","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5588TZ9","journalArticle","2003","Barth, Fritz-Eckart; Grabner, Michael","Wirtschaftliche Außenbeziehungen des spätbronzezeitlichen Hallstatt","Mitteilungen der Anthropologischen Gesellschaft in Wien","","","","","","2003","2017-01-19 09:35:28","2017-01-19 09:35:28","","85-89","","","133","","","Wirtschaftliche Außenbeziehungen des spätbronzezeitlichen Hallstatt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5AHCABT","bookSection","1995","Trnka, Gerhard","Ein bronzenes Griffzungenschwert aus Krems an der Donau in Niederösterreich","Perspektiven – Zum Werdegang von Krems und Stein. Festgabe zum 1.000-Jahr-Jubiläum der Stadt Krems-Stein","","","","","","1995","2017-01-19 09:35:32","2017-01-19 09:35:32","","35-37","","","","","","Ein bronzenes Griffzungenschwert aus Krems an der Donau in Niederösterreich","Archäologie Österreichs, Sonderausgabe","6","","","Hartleben","Wien","","","","","","","","","","","","","","Krenn-Leeb, Alexandra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5U9XM9G","bookSection","1992","Speck, Josef","Ein Bronzebeil vom Typus ""Montlingen"" aus der spätbronzezeitlichen Ufersiedlung ""Moos"" am Baldeggersee (Gde : Hitzkirch LU)","Archäologie in Gebirgen: Elmar Vonbank zum 70. Geburtstag","","","","","","1992","2017-01-19 09:35:31","2017-01-19 09:35:31","","87-96","","","","","","Ein Bronzebeil vom Typus ""Montlingen"" aus der spätbronzezeitlichen Ufersiedlung ""Moos"" am Baldeggersee (Gde : Hitzkirch LU)","Schriften des Vorarlberger Landesmuseums, Reihe A","5","","","Vorarlberger Landesmuseum","Bregenz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E7RTPMFZ","journalArticle","1977","Primas, M.","Untersuchungen zu den Bestattungstypen der ausgehenden Kupfer- und frühen Bronzezeit","Bericht der Römisch-Germanischen Kommission","","","","","","1977","2017-01-19 10:40:55","2017-01-19 10:40:55","","1-161","","","58","","","Untersuchungen zu den Bestattungstypen der ausgehenden Kupfer- und frühen Bronzezeit","","","","","","","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E7RTUP9B","journalArticle","2004","Pieler, Franz; Hellerschmid, Irmtraud","Ein urnenfelderzeitliches Gräberfeld in Furth bei Göttweig","Fundberichte aus Österreich","","","","","","2004","2017-01-19 09:35:31","2017-01-19 09:35:31","","742-751","","","43","","","Ein urnenfelderzeitliches Gräberfeld in Furth bei Göttweig","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E95Z2RD3","bookSection","2013","Lochner, Michaela","Bestattungssitten auf Gräberfeldern der mitteldonauländischen Urnenfelderkultur","Brandbestattungen von der mittleren Donau bis zur Ägäis zwischen 1300 und 750 v. Chr. Cremation Burials in the Region between the Middle Danube and the Aegean, 1300-750 B.C. Symposium Vienna, Austrian Academy of Sciences, February 11th-12th, 2010","","","","","","2013","2017-01-19 09:35:30","2017-01-19 09:35:30","","12-32","","","","","","Bestattungssitten auf Gräberfeldern der mitteldonauländischen Urnenfelderkultur","Mitteilungen der Prähistorischen Kommission 77/ Veröffentlichungen der Mykenischen Kommission 32","","","","Verlag der Österreichischen Akademie der Wissenschaften","Wien","","","","","","","","","","","","","","Lochner, Michaela; Ruppenstein, Florian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9XIJVFH","book","1996","","Dachstein. Vier Jahrtausende Almen im Hochgebirge. Das östliche Dachsteinplateau. 4000 Jahre Geschichte der hochalpinen Weide- und Almwirtschaft","","","","","","","1996","2017-01-19 09:35:28","2017-01-19 09:35:28","","","","","","","","Dachstein. Vier Jahrtausende Almen im Hochgebirge. Das östliche Dachsteinplateau. 4000 Jahre Geschichte der hochalpinen Weide- und Almwirtschaft","Mitteilungen der ANISA","17","","","Anisa","Haus im Ennstal","","","","","","","","","","","","","","Cerwinka, Günter; Mandl, Franz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EA7KINE8","journalArticle","1952","Hetzer, K.; Willvonseder, Kurt","Das Urnenfeld von Groß-Enzersdorf (Wien, 22. Bezirk)","Archaeologia Austriaca","","","","","","1952","2017-01-19 09:35:29","2017-01-19 09:35:29","","52-76","","","9","","","Das Urnenfeld von Groß-Enzersdorf (Wien, 22. Bezirk)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAGQ3CRC","journalArticle","1966","Szabó, J.G.","Füzesabony-Kettőshalom","Archaeologiai Értesítő","","","","","","1966","2017-01-19 10:40:56","2017-01-19 10:40:56","","292","","","93","","","Füzesabony-Kettőshalom","","","","","","","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EANRCEPH","journalArticle","1990","Lippert, Andreas","Ein inneralpines Gräberfeld der Bronze- und Eisenzeit in Bischofshofen","Archäologie Österreichs","","","","","","1990","2017-01-19 09:35:30","2017-01-19 09:35:30","","44-45","","1-2","1","","","Ein inneralpines Gräberfeld der Bronze- und Eisenzeit in Bischofshofen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC36FHXM","bookSection","2001","Tomedi, Gerhard; Appler, Hans; Putzer, Andreas","Rettungsgrabungen am Bergisel durch den Verein ArchaeoTirol im Jahr 2001","Archäologische Forschungen und Grabungsberichte aus Tirol","","","","","","2001","2017-01-19 09:35:32","2017-01-19 09:35:32","","37-52","","","","","","Rettungsgrabungen am Bergisel durch den Verein ArchaeoTirol im Jahr 2001","Archaeo Tirol, Kleine Schriften","3","","","","Wattens","","","","","","","","","","","","","","Zeisler, Josef; Tomedi, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC8WEA3H","bookSection","1993","Lippert, Andreas","Frühe Zeugnisse von Kupfermetallurgie im Raum Mühlbach am Hochkönig-Bischofshofen","5000 Jahre Kupferbergbau Mühlbach am Hochkönig-Bischofshofen","","","","","","1993","2017-01-19 09:35:30","2017-01-19 09:35:30","","27-40","","","","","","Frühe Zeugnisse von Kupfermetallurgie im Raum Mühlbach am Hochkönig-Bischofshofen","","","","","Gemeinde Mühlbach am Hochkönig","Mühlbach am Hochkönig","","","","","","","","","","","","","","Günther, Wilhelm; Eibner, Clemens; Lippert, Andreas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ED6ZGTW8","journalArticle","1986","Lochner, Michaela","Das frühurnenfelderzeitliche Gräberfeld von Baierdorf, NÖ, eine Gesamtdarstellung","Archaeologia Austriaca","","","","","","1986","2017-01-19 09:35:30","2017-01-19 09:35:30","","263-293","","","70","","","Das frühurnenfelderzeitliche Gräberfeld von Baierdorf, NÖ, eine Gesamtdarstellung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDC5DMT4","journalArticle","1921","Hrodegh, Anton","Die urgeschichtliche Station im Grädl (Grödl) bei Langenlois-Haindorf, Bez. Krems, NÖ","Mitteilungen der Anthropologischen Gesellschaft in Wien","","","","","","1921","2017-01-19 09:35:29","2017-01-19 09:35:29","","","","","51","","","Die urgeschichtliche Station im Grädl (Grödl) bei Langenlois-Haindorf, Bez. Krems, NÖ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEJCRTZ9","journalArticle","1958","Kerchler, Helga","Siedlungsfunde der Urnenfelderkultur aus Gaiselberg, B.H. Gänserndorf, Niederösterreich","Archaeologia Austriaca","","","","","","1958","2017-01-19 09:35:29","2017-01-19 09:35:29","","6-14","","","24","","","Siedlungsfunde der Urnenfelderkultur aus Gaiselberg, B.H. Gänserndorf, Niederösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEUMHD2S","journalArticle","1949","Kneidinger, Josef","Die jüngere Urnenfelderstufe in Oberösterreich","Jahrbuch des Oberösterreichischen Musealvereins","","","","","","1949","2017-01-19 09:35:30","2017-01-19 09:35:30","","103-124","","","94","","","Die jüngere Urnenfelderstufe in Oberösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EG2Q59US","thesis","1947","Eppel, Franz","Hadersdorf am Kamp. Ein frühhallstattzeitliches Gräberfeld","","","","","","","1947","2017-01-19 09:35:28","2017-01-19 09:35:28","","","I, 52, 378 Bl.","","","","","Hadersdorf am Kamp. Ein frühhallstattzeitliches Gräberfeld","","","","","Universität Wien","Wien","","","Dissertation","","","","","Franz Eppel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EG4SA73E","journalArticle","1998","Lippert, Andreas","Neufunde der Spätbronze- und Eisenzeit aus der Südoststeiermark","Archaeologia Austriaca","","","","","","1998","2017-01-19 09:35:30","2017-01-19 09:35:30","","187-198","","","82-83","","","Neufunde der Spätbronze- und Eisenzeit aus der Südoststeiermark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EG8CBPKI","journalArticle","1972","Veliačik, L.","Pohrebisko Severopanónskej Kultúry v Chl'abe (Gräberfeld der Nordpannonischen Kultur in Chl'aba)","Slovenská Archeológia","","","","","","1972","2017-01-19 10:40:56","2017-01-19 10:40:56","","189-222","","","20","","","Pohrebisko Severopanónskej Kultúry v Chl'abe (Gräberfeld der Nordpannonischen Kultur in Chl'aba)","","","","","","","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGRBZF5C","bookSection","1958","Pittioni, Richard","Neue Schmelzplätze im Bergbaugebiet Jochberg bei Kitzbühl, Tirol","Studia palaeometallurgica in honorem Ernesti Preuschen","","","","","","1958","2017-01-19 09:35:31","2017-01-19 09:35:31","","","","","","","","Neue Schmelzplätze im Bergbaugebiet Jochberg bei Kitzbühl, Tirol","Archaeologia Austriaca. Beihefte","3","","","Deuticke","Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGWR7Z7U","bookSection","1987","Furmánek, V.; Veliačik, L.","Die Urnenfelderkulturen in der Slowakei","Die Urnenfelderkulturen Mitteleuropas, Symposium Liblice 21. - 25. 10. 1985","","","","","","1987","2017-01-19 10:40:55","2017-01-19 10:40:55","","287-294","","","","","","Die Urnenfelderkulturen in der Slowakei","","","","","Arch. Inst. Tschech. Akad. Wiss.","Praha","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHT5443E","book","1993","Moosleitner, Fritz","Der Helm vom Pass Lueg","","","","","","","1993","2017-01-19 09:35:30","2017-01-19 09:35:30","","","","","","","","Der Helm vom Pass Lueg","Salzburger Museumsblätter. Kunstwerk des Monats","2","","","SMCA","Salzburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EIHVQNVF","journalArticle","1964","Foltiny, Stephan","Ein Schalenknaufschwert aus Neckenmarkt im American Museum of National History in New York","Burgenländische Heimatblätter","","","","","","1964","2017-01-19 09:35:28","2017-01-19 09:35:28","","18ff","","","26","","","Ein Schalenknaufschwert aus Neckenmarkt im American Museum of National History in New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJ8V4FXN","journalArticle","2002","Töchterle, Ulrike; Mair, Dorothea; Appler, Hans","Die Siedlungskammer Ampass vom Neolithikum bis ins frühe Mittelalter","Archäologie Österreichs","","","","","","2002","2017-01-19 09:35:32","2017-01-19 09:35:32","","43-55","","2","13","","","Die Siedlungskammer Ampass vom Neolithikum bis ins frühe Mittelalter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJG8U83V","journalArticle","2005","Bouzek, Jan","Böhmen und Bayern in der Urnenfelderzeit","Germania","","","","","","2005","2017-01-19 09:35:28","2017-01-19 09:35:28","","215-256","","","83","","","Böhmen und Bayern in der Urnenfelderzeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJSMZXB7","journalArticle","2000","Lauermann, Ernst","Archäologische Forschungen in Michelstetten, NÖ. Zusammenfassender Vorbericht über die Grabungen des NÖ. Landesmuseums 1994-1999","Archäologie Österreichs","","","","","","2000","2017-01-19 09:35:30","2017-01-19 09:35:30","","5-35","","1","11","","","Archäologische Forschungen in Michelstetten, NÖ. Zusammenfassender Vorbericht über die Grabungen des NÖ. Landesmuseums 1994-1999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EN9DI57Q","journalArticle","1923","Hrodegh, Anton","Neue Beiträge zur Urgeschichte des Kamptales (Niederösterreich)","Wiener Prähistorische Zeitschrift","","","","","","1923","2017-01-19 09:35:29","2017-01-19 09:35:29","","85-88","","","10","","","Neue Beiträge zur Urgeschichte des Kamptales (Niederösterreich)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENMB8WNU","journalArticle","1962","Ladenbauer-Orel, Hertha","Urnenfelder-Bronzefund von Linz-Wahringerstraße","Mitteilungen der Anthropologischen Gesellschaft in Wien","","","","","","1962","2017-01-19 09:35:30","2017-01-19 09:35:30","","211-215","","","92","","","Urnenfelder-Bronzefund von Linz-Wahringerstraße","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENRKQ98Q","journalArticle","2004","Bernhard, Andreas; Fuchs, Gerald","Urnenfelderzeitliche Hügelgräber beim Glaserkogel in der Weststeiermark","Fundberichte aus Österreich","","","","","","2004","2017-01-19 09:35:28","2017-01-19 09:35:28","","213-274","","","43","","","Urnenfelderzeitliche Hügelgräber beim Glaserkogel in der Weststeiermark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EP6V9RJP","book","2004","Stockhammer, Philipp W.","Zur Chronologie, Verbreitung und Interpretation urnenfelderzeitlicher Vollgriffschwerter. 5. Verlag  (Rahden/Westf.).more","","","","","C:\Katharina\Literature\Articles PDF\Stockhammer 2004 Urnenfelderzeitliche Vollgriffschwerter.pdf","","2004","2017-01-19 09:35:32","2017-01-19 09:35:32","","","","","","","","Zur Chronologie, Verbreitung und Interpretation urnenfelderzeitlicher Vollgriffschwerter. 5. Verlag  (Rahden/Westf.).more","Tübinger Texte","5","","","Marie Leidorf","Rahden/Westf.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES2NDT25","journalArticle","1964","Pittioni, Richard","Hallstatt-B-Funde aus dem Stiftmuseum in Heiligenkreuz, N.Ö.","Jahrbuch für Landeskunde von Niederösterreich","","","","","","1964","2017-01-19 09:35:31","2017-01-19 09:35:31","","58-61","","1","N.F. 36","","","Hallstatt-B-Funde aus dem Stiftmuseum in Heiligenkreuz, N.Ö.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETMU4ZFW","journalArticle","1987","Jablonka, Peter","Die prähistorische und römerzeitliche Siedlung auf der Dert bei Dreulach im Gailtal","Carinthia I","","","","","","1987","2017-01-19 09:35:29","2017-01-19 09:35:29","","7-42","","","177","","","Die prähistorische und römerzeitliche Siedlung auf der Dert bei Dreulach im Gailtal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EWIXWME9","journalArticle","1948","Hell, Martin","Neue Gräber der Urnenfelderkultur von Salzburg Morzg","Archaeologia Austriaca","","","","","","1948","2017-01-19 09:35:29","2017-01-19 09:35:29","","44-57","","","1","","","Neue Gräber der Urnenfelderkultur von Salzburg Morzg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2XIWP7C","journalArticle","1986","Hänsel, B.; Kalicz, N.","Das bronzezeitliche Gräberfeld von Mezőcsát, Kom. Borsod, Nordostungarn","Bericht der Römisch-Germanischen Kommission","","","","","","1986","2017-01-19 10:40:55","2017-01-19 10:40:55","","5-88","","","67","","","Das bronzezeitliche Gräberfeld von Mezőcsát, Kom. Borsod, Nordostungarn","","","","","","","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2Z7CCQ6","journalArticle","1938","Pittioni, Richard","Die Urnenfelderkultur und ihre Bedeutung für die europäische Geschichte","Zeitschrift für celtische Philologie","","","","","","1938","2017-01-19 09:35:31","2017-01-19 09:35:31","","167-204","","","21","","","Die Urnenfelderkultur und ihre Bedeutung für die europäische Geschichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4Q4E9MB","book","1981","Penninger, Ernst","Die Vorgeschichte","","","","","","","1981","2017-01-19 09:35:31","2017-01-19 09:35:31","","","","","","","","Die Vorgeschichte","Geschichte Salzburgs. Stadt und Land. Vorgeschichte - Altertum - Mittelalter","1","","","","Salzburger","","","","","","","","","","","","","","","Dopsch, Heinz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4QRPTTH","bookSection","1991","Hebert, Bernhard","Ein neuer alter Fund: Das Bronzeschwert aus Mühlen - Landesarchäologische Forschung in Abhängigkeit von Kommunikation und Mitarbeit","","","","","","","1991","2017-01-19 09:35:29","2017-01-19 09:35:29","","92-94","","","","","","Ein neuer alter Fund: Das Bronzeschwert aus Mühlen - Landesarchäologische Forschung in Abhängigkeit von Kommunikation und Mitarbeit","Blätter für Heimatkunde","65","","","Historischer Verein für Steiermark","Graz","","","","","","","","","","","","","","Cerwinka, Günter; Pöttler, Burkhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5IFPNB8","journalArticle","2004","Jamnik, Walter; Krauß, Robert; Staubmann, Günter","Der prähistorische Kupfererzbergbau am Mitterberg bei Mühlbach am Hochkönig","Archäologie Österreichs","","","","","","2004","2017-01-19 09:35:29","2017-01-19 09:35:29","","34-39","","2","15","","","Der prähistorische Kupfererzbergbau am Mitterberg bei Mühlbach am Hochkönig","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6ITFDAP","bookSection","1982","Kemenczei, T.","Nordostungarn in der Spätbronzezeit","Südosteuropa zwischen 1600 und 1000 v. Chr.","","","","","","1982","2017-01-19 10:40:55","2017-01-19 10:40:55","","305-321","","","","","","Nordostungarn in der Spätbronzezeit","Prähistorische Archäologie in Südosteuropa 1","","","","","Berlin","","","","","","","","","","","","Bronze Age Hungary","","Hänsel, B.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6THTMK8","book","1986","Primas, Margarita","Die Sicheln in Mitteleuropa I (Österreich, Schweiz, Süddeutschland)","","","","","","","1986","2017-01-19 09:35:31","2017-01-19 09:35:31","","","","","","","","Die Sicheln in Mitteleuropa I (Österreich, Schweiz, Süddeutschland)","Prähistorische Bronzefunde","Abteilung 18, 2","","","","München","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
